systematic_name,gene,treatment_id,fc_log2,p_value,adj_p_value,regulated
YFR004W,RPN11,AF,0.1715375,0.46813927,0.721025922,FALSE
YFR006W,YFR006W,AF,0.0213625,0.879347654,0.954435051,FALSE
YFR009W,GCN20,AF,-0.041171667,0.714400777,0.875183051,FALSE
YFR010W,UBP6,AF,0.036628333,0.76194342,0.897966349,FALSE
YFR024C-A,LSB3,AF,-0.211043333,0.199599349,0.471374287,FALSE
YFR030W,MET10,AF,0.378551667,0.033345999,0.173037175,FALSE
YFR031C-A;YIL018W,NA,AF,-0.090785,0.69561623,0.864104995,FALSE
YFR037C,RSC8,AF,-0.228026667,0.170864266,0.432340351,FALSE
YFR044C,DUG1,AF,0.040713333,0.812429574,0.923999817,FALSE
YFR047C,BNA6,AF,0.145806667,0.339652804,0.617181592,FALSE
YFR050C,PRE4,AF,0.109223333,0.440175089,0.698870995,FALSE
YFR051C,RET2,AF,0.076515,0.619754911,0.820322699,FALSE
YFR052W,RPN12,AF,-0.465546667,0.119314179,0.35653239,FALSE
YFR053C,HXK1,AF,-0.206576667,0.206311742,0.479572872,FALSE
YGL001C,ERG26,AF,0.330648333,0.103759178,0.331318249,FALSE
YGL008C,PMA1,AF,0.054105,0.824048324,0.929516036,FALSE
YGL009C,LEU1,AF,0.196745833,0.26738956,0.547724366,FALSE
YGL011C,SCL1,AF,-0.2726875,0.234614249,0.511976824,FALSE
YGL014W,PUF4,AF,-0.154995833,0.368713475,0.643378599,FALSE
YGL022W,STT3,AF,0.605194167,0.014048188,0.102128699,FALSE
YGL026C,TRP5,AF,0.197259167,0.103674658,0.331298639,FALSE
YGL027C,CWH41,AF,0.174599167,0.336041108,0.614374629,FALSE
YGL030W,RPL30,AF,-0.054825833,0.79690678,0.915971033,FALSE
YGL031C,RPL24A,AF,-0.04469,0.883189026,0.956096291,FALSE
YGL037C,PNC1,AF,-0.320736667,0.282513965,0.56269515,FALSE
YGL040C,HEM2,AF,-0.19283,0.116433236,0.35211807,FALSE
YGL043W,DST1,AF,0.191663333,0.194637359,0.465524925,FALSE
YGL048C,RPT6,AF,0.155471667,0.123950849,0.364125971,FALSE
YGL049C,TIF4632,AF,0.256519167,0.474400715,0.726191894,FALSE
YGL055W,OLE1,AF,-0.020906667,0.937127258,0.977789824,FALSE
YGL056C,SDS23,AF,0.170560833,0.258661372,0.538856216,FALSE
YGL062W,PYC1,AF,0.118465,0.284884368,0.564779089,FALSE
YGL070C,RPB9,AF,-0.286705833,0.246488132,0.525438266,FALSE
YGL078C,DBP3,AF,-0.007654167,0.95789146,0.985821794,FALSE
YGL087C,MMS2,AF,-0.586656667,0.117089,0.353225555,FALSE
YGL092W,NUP145,AF,0.013686667,0.919612121,0.971254575,FALSE
YGL097W,SRM1,AF,0.197629167,0.160579298,0.418074937,FALSE
YGL099W,LSG1,AF,0.061019167,0.761948817,0.897966349,FALSE
YGL100W,SEH1,AF,0.074605833,0.642950883,0.8344138,FALSE
YGL103W,RPL28,AF,-0.235115,0.498380096,0.74321959,FALSE
YGL105W,ARC1,AF,0.005870833,0.981285884,0.993795947,FALSE
YGL106W,MLC1,AF,-0.659726667,0.103823415,0.331430133,FALSE
YGL111W,NSA1,AF,0.025681667,0.933453572,0.976620738,FALSE
YGL115W,SNF4,AF,-0.124945,0.432985871,0.693664682,FALSE
YGL120C,PRP43,AF,0.100170833,0.534075553,0.766913956,FALSE
YGL122C,NAB2,AF,0.39996,0.063201279,0.249926609,FALSE
YGL123W,RPS2,AF,-0.276928333,0.238857222,0.517111924,FALSE
YGL125W,MET13,AF,0.1252275,0.544665638,0.773780012,FALSE
YGL130W,CEG1,AF,-0.260099167,0.258005161,0.53803816,FALSE
YGL135W;YPL220W,NA,AF,0.182069167,0.391296432,0.662005031,FALSE
YGL137W,SEC27,AF,0.034031667,0.680185832,0.855648264,FALSE
YGL148W,ARO2,AF,-0.172215,0.258282119,0.53830049,FALSE
YGL157W,ARI1,AF,-0.555941667,0.008241243,0.072926105,FALSE
YGL167C,PMR1,AF,0.445021667,0.07877562,0.284471346,FALSE
YGL173C,XRN1,AF,0.123485833,0.442600089,0.701027867,FALSE
YGL189C,RPS26A,AF,0.012523333,0.95229082,0.983777016,FALSE
YGL195W,GCN1,AF,0.0538875,0.695789982,0.864236515,FALSE
YGL200C,EMP24,AF,0.270696667,0.267351248,0.547714335,FALSE
YGL201C,MCM6,AF,-0.091924167,0.387460543,0.658861476,FALSE
YGL202W,ARO8,AF,0.3639175,0.056929327,0.235266232,FALSE
YGL206C,CHC1,AF,0.137720833,0.3707278,0.645231197,FALSE
YGL207W,SPT16,AF,0.027628333,0.826637148,0.930480665,FALSE
YGL221C,NIF3,AF,0.12001,0.326886306,0.605473981,FALSE
YGL232W,TAN1,AF,0.323516667,0.054263164,0.229015651,FALSE
YGL234W,ADE5,AF,0.09158,0.430960956,0.692133499,FALSE
YGL238W,CSE1,AF,0.167255833,0.387961238,0.659207332,FALSE
YGL242C,YGL242C,AF,-0.918981667,0.00180493,0.026942529,FALSE
YGL244W,RTF1,AF,0.45407,0.209734867,0.483549929,FALSE
YGL245W,GUS1,AF,-0.1278875,0.292164154,0.572019806,FALSE
YGL252C,RTG2,AF,0.327754167,0.086105533,0.298035365,FALSE
YGL253W,HXK2,AF,-0.002124167,0.986203511,0.995184444,FALSE
YGR001C,EFM5,AF,0.11421,0.490641913,0.738243623,FALSE
YGR005C,TFG2,AF,0.243565,0.316851935,0.595762364,FALSE
YGR009C,SEC9,AF,-0.082866667,0.595622143,0.805795573,FALSE
YGR012W,YGR012W,AF,0.114244167,0.464612547,0.717931449,FALSE
YGR019W,UGA1,AF,0.0703525,0.601075556,0.8086907,FALSE
YGR027C;YLR333C,NA,AF,-0.517593333,0.055843027,0.232547986,FALSE
YGR054W,YGR054W,AF,0.282125833,0.06380493,0.251058305,FALSE
YGR061C,ADE6,AF,0.0389425,0.752397675,0.893837101,FALSE
YGR080W,TWF1,AF,-0.171435,0.414918039,0.681225382,FALSE
YGR082W,TOM20,AF,-0.3072125,0.172046646,0.43434993,FALSE
YGR083C,GCD2,AF,0.067218333,0.739877489,0.887930133,FALSE
YGR085C;YPR102C,NA,AF,-0.010101667,0.969340644,0.989999164,FALSE
YGR086C,PIL1,AF,0.064806667,0.78033031,0.907234335,FALSE
YGR090W,UTP22,AF,0.165713333,0.446093179,0.703500546,FALSE
YGR094W,VAS1,AF,0.059533333,0.642764085,0.83432209,FALSE
YGR103W,NOP7,AF,0.165114167,0.534225149,0.767009377,FALSE
YGR116W,SPT6,AF,0.058029167,0.660997241,0.844855163,FALSE
YGR118W;YPR132W,NA,AF,0.018516667,0.935756417,0.977286588,FALSE
YGR119C,NUP57,AF,-0.0492625,0.825205703,0.929915726,FALSE
YGR123C,PPT1,AF,0.03764,0.814384741,0.925123817,FALSE
YGR124W,ASN2,AF,0.1054475,0.544288674,0.773542292,FALSE
YGR128C,UTP8,AF,0.320893333,0.071735126,0.26970617,FALSE
YGR130C,YGR130C,AF,-0.267718333,0.172994603,0.435768936,FALSE
YGR132C,PHB1,AF,0.195126667,0.550770649,0.777573438,FALSE
YGR135W,PRE9,AF,0.006329167,0.976027483,0.99196888,FALSE
YGR145W,ENP2,AF,-0.042635,0.814961907,0.925373357,FALSE
YGR148C,RPL24B,AF,-0.027431667,0.893656689,0.960754254,FALSE
YGR155W,CYS4,AF,-0.005451667,0.971798385,0.990581219,FALSE
YGR157W,CHO2,AF,0.3998525,0.057240547,0.236153054,FALSE
YGR159C,NSR1,AF,-0.012228333,0.931419707,0.975426984,FALSE
YGR162W,TIF4631,AF,0.0369875,0.864660466,0.948165035,FALSE
YGR167W,CLC1,AF,-0.557678333,0.107952617,0.337992792,FALSE
YGR173W,RBG2,AF,0.0982875,0.548598001,0.776185346,FALSE
YGR175C,ERG1,AF,0.647351667,0.01027553,0.084184518,FALSE
YGR178C,PBP1,AF,-0.0015075,0.994951719,0.99837817,FALSE
YGR180C,RNR4,AF,0.284775,0.114941697,0.349600116,FALSE
YGR185C,TYS1,AF,0.104448333,0.46877742,0.721587136,FALSE
YGR186W,TFG1,AF,-0.032111667,0.864453076,0.948165035,FALSE
YGR187C,HGH1,AF,0.083773333,0.566005129,0.786901717,FALSE
YGR192C,TDH3,AF,0.035615833,0.897676877,0.962383239,FALSE
YGR193C,PDX1,AF,-0.2175975,0.23808023,0.516177748,FALSE
YGR200C,ELP2,AF,-0.073780833,0.600600153,0.808483353,FALSE
YGR204W,ADE3,AF,-0.0615825,0.707606858,0.871285807,FALSE
YGR207C,CIR1,AF,-0.156365,0.555827924,0.780679905,FALSE
YGR208W,SER2,AF,0.358240833,0.049579883,0.217448976,FALSE
YGR209C,TRX2,AF,-0.610618333,0.007336031,0.068032056,FALSE
YGR211W,ZPR1,AF,0.07763,0.610817672,0.81476005,FALSE
YGR218W,CRM1,AF,0.3180125,0.045595041,0.207148116,FALSE
YGR229C,SMI1,AF,-0.043203333,0.868459558,0.949708556,FALSE
YGR231C,PHB2,AF,0.036824167,0.849258714,0.940623279,FALSE
YGR232W,NAS6,AF,-0.198681667,0.212396371,0.486585093,FALSE
YGR234W,YHB1,AF,0.2659525,0.219931793,0.49472587,FALSE
YGR240C,PFK1,AF,0.214371667,0.135692811,0.382107687,FALSE
YGR244C,LSC2,AF,-0.2632625,0.182742396,0.449137612,FALSE
YGR253C,PUP2,AF,-0.2634525,0.14012056,0.38893143,FALSE
YGR254W,ENO1,AF,0.228665833,0.228664726,0.505010512,FALSE
YGR264C,MES1,AF,-0.153570833,0.361176766,0.636713981,FALSE
YGR267C,FOL2,AF,0.1406975,0.397008627,0.666406693,FALSE
YGR275W,RTT102,AF,-1.037176667,0.002337215,0.031707068,TRUE
YGR277C,CAB4,AF,-0.1613875,0.275821309,0.556557096,FALSE
YGR279C,SCW4,AF,0.1682425,0.485357579,0.734315607,FALSE
YGR282C,BGL2,AF,-0.1824325,0.261982673,0.542033116,FALSE
YGR284C,ERV29,AF,-0.161069167,0.520787274,0.758727511,FALSE
YGR285C,ZUO1,AF,-0.137558333,0.469702532,0.722281697,FALSE
YHL011C,PRS3,AF,-0.13306,0.523389622,0.760325124,FALSE
YHL015W,RPS20,AF,-0.1832625,0.502052999,0.746276099,FALSE
YHL021C,AIM17,AF,0.068208333,0.734107638,0.885400383,FALSE
YHL030W,ECM29,AF,0.196135,0.300237635,0.579997901,FALSE
YHL031C,GOS1,AF,-0.159821667,0.495889602,0.741913215,FALSE
YHL033C,RPL8A,AF,-0.294505,0.371448068,0.645755911,FALSE
YHL034C,SBP1,AF,-0.082819167,0.555935958,0.780684128,FALSE
YHR001W,OSH7,AF,0.116335833,0.718769333,0.877088303,FALSE
YHR007C,ERG11,AF,0.417355,0.111468808,0.343884207,FALSE
YHR008C,SOD2,AF,-0.083114167,0.716385102,0.875985362,FALSE
YHR013C,ARD1,AF,0.249566667,0.209938873,0.483713764,FALSE
YHR018C,ARG4,AF,0.572405,4.22E-04,0.009867651,FALSE
YHR019C,DED81,AF,0.1734875,0.199724346,0.47146017,FALSE
YHR020W,YHR020W,AF,0.11779,0.197431934,0.469103648,FALSE
YHR021C;YKL156W,NA,AF,-0.550069167,0.009317246,0.079108691,FALSE
YHR024C,MAS2,AF,0.083825,0.640997029,0.833497524,FALSE
YHR025W,THR1,AF,0.0519775,0.661656413,0.845223348,FALSE
YHR027C,RPN1,AF,0.2997825,0.001395724,0.02256889,FALSE
YHR029C,YHI9,AF,0.44848,0.154682909,0.409636915,FALSE
YHR037W,PUT2,AF,-0.192141667,0.349129057,0.626141541,FALSE
YHR039C,MSC7,AF,0.649803333,0.002098784,0.029559216,FALSE
YHR039C-A,VMA10,AF,-0.087490833,0.825839974,0.930175973,FALSE
YHR042W,NCP1,AF,0.107178333,0.433282465,0.693864237,FALSE
YHR047C,AAP1,AF,0.5402575,9.00E-06,5.10E-04,FALSE
YHR049W,FSH1,AF,-0.185326667,0.185987248,0.453623652,FALSE
YHR052W,CIC1,AF,-0.071523333,0.76789499,0.900998024,FALSE
YHR063C,PAN5,AF,-0.181749167,0.289355756,0.568603014,FALSE
YHR064C,SSZ1,AF,-0.018835,0.87966674,0.954640983,FALSE
YHR065C,RRP3,AF,-0.153995833,0.54305266,0.772827458,FALSE
YHR068W,DYS1,AF,0.094311667,0.434620156,0.694834874,FALSE
YHR069C,RRP4,AF,-0.156820833,0.331402406,0.609943079,FALSE
YHR070W,TRM5,AF,0.2009225,0.277599976,0.55795191,FALSE
YHR072W-A,NOP10,AF,-1.077274167,1.55E-07,1.69E-05,TRUE
YHR074W,QNS1,AF,0.0231975,0.892308262,0.960193045,FALSE
YHR076W,PTC7,AF,-0.046710833,0.794839366,0.914805296,FALSE
YHR089C,GAR1,AF,-0.114044167,0.588944946,0.800730748,FALSE
YHR094C,HXT1,AF,0.781213333,0.010233103,0.083904573,FALSE
YHR098C,SFB3,AF,0.019198333,0.83975905,0.936415011,FALSE
YHR104W,GRE3,AF,-0.024835,0.891195614,0.959759187,FALSE
YHR107C,CDC12,AF,-0.007063333,0.954216887,0.984333766,FALSE
YHR108W,GGA2,AF,-0.27132,0.04859547,0.214828422,FALSE
YHR114W,BZZ1,AF,-0.199980833,0.302725594,0.582407425,FALSE
YHR128W,FUR1,AF,0.362398333,0.032917498,0.171839986,FALSE
YHR143W-A,RPC10,AF,-0.581233333,0.008465615,0.074252723,FALSE
YHR146W,CRP1,AF,-0.262230833,0.17057504,0.432236533,FALSE
YHR158C,KEL1,AF,-0.368369167,0.021102506,0.131423205,FALSE
YHR163W,SOL3,AF,-0.09608,0.554349389,0.779734664,FALSE
YHR170W,NMD3,AF,0.097573333,0.38754497,0.658913947,FALSE
YHR174W,ENO2,AF,-0.251881667,0.272718965,0.55341673,FALSE
YHR179W,OYE2,AF,-0.3163625,0.125158754,0.365989576,FALSE
YHR183W,GND1,AF,-0.1050375,0.456193246,0.711083609,FALSE
YHR190W,ERG9,AF,-0.306886667,0.296442074,0.576146241,FALSE
YHR193C,EGD2,AF,-0.422988333,0.025400226,0.146769237,FALSE
YHR196W,UTP9,AF,0.104755833,0.791309967,0.913335558,FALSE
YHR200W,RPN10,AF,-0.131794167,0.506231776,0.749025724,FALSE
YHR201C,PPX1,AF,-0.0271125,0.933594477,0.976685081,FALSE
YHR203C;YJR145C,NA,AF,-0.43669,0.009609062,0.080460575,FALSE
YHR208W,BAT1,AF,0.157081667,0.58144585,0.79632879,FALSE
YHR216W,IMD2,AF,-0.36856,0.012164734,0.093380216,FALSE
YIL020C,HIS6,AF,0.035344167,0.875860235,0.952779772,FALSE
YIL021W,RPB3,AF,-0.199821667,0.190658352,0.460394816,FALSE
YIL022W,TIM44,AF,-0.1700475,0.222607264,0.497981693,FALSE
YIL027C,EMC5,AF,0.241255,0.180958871,0.446810511,FALSE
YIL033C,BCY1,AF,-0.108170833,0.512125483,0.753155726,FALSE
YIL034C,CAP2,AF,-0.319745,0.058542792,0.23936799,FALSE
YIL038C,NOT3,AF,0.228615,0.113280497,0.34680376,FALSE
YIL041W,GVP36,AF,-0.052876667,0.74140869,0.888274966,FALSE
YIL043C,CBR1,AF,0.303619167,0.020131336,0.127773523,FALSE
YIL044C,AGE2,AF,-0.355710833,0.073857459,0.274096372,FALSE
YIL051C,MMF1,AF,-0.683311667,0.008754655,0.075914322,FALSE
YIL053W,GPP1,AF,-0.071048333,0.800637203,0.917719086,FALSE
YIL063C,YRB2,AF,0.1015225,0.314621911,0.593308599,FALSE
YIL074C,SER33,AF,0.130820833,0.330264718,0.608729675,FALSE
YIL075C,RPN2,AF,0.232168333,0.169925752,0.431421999,FALSE
YIL076W,SEC28,AF,0.072673333,0.698024671,0.865394822,FALSE
YIL078W,THS1,AF,0.151735,0.195334152,0.466405475,FALSE
YIL083C,CAB2,AF,0.0302925,0.864422893,0.948165035,FALSE
YIL091C,UTP25,AF,-0.052514167,0.758191941,0.896104629,FALSE
YIL094C,LYS12,AF,-0.038681667,0.805108548,0.91991037,FALSE
YIL103W,DPH1,AF,0.172625833,0.652991045,0.840145383,FALSE
YIL108W,YIL108W,AF,0.211895,0.158879528,0.415791104,FALSE
YIL109C,SEC24,AF,-0.081384167,0.564905752,0.786366068,FALSE
YIL115C,NUP159,AF,-0.238295833,0.058345173,0.238790694,FALSE
YIL116W,HIS5,AF,0.750503333,9.78E-06,5.41E-04,FALSE
YIL118W,RHO3,AF,-0.003411667,0.982741342,0.9941103,FALSE
YIL121W,QDR2,AF,0.564295,0.07007093,0.265654711,FALSE
YIL124W,AYR1,AF,0.0633825,0.763256174,0.898800689,FALSE
YIL125W,KGD1,AF,-0.070675833,0.598545726,0.807131168,FALSE
YIL133C,RPL16A,AF,-0.2961125,0.139773841,0.388424648,FALSE
YIL137C,TMA108,AF,0.179885,0.240000991,0.518260673,FALSE
YIL138C,TPM2,AF,-0.6182,0.104080344,0.331798245,FALSE
YIL142W,CCT2,AF,0.018638333,0.851769988,0.941604627,FALSE
YIL148W;YKR094C,NA,AF,-0.451211667,0.182187621,0.448450617,FALSE
YIR006C,PAN1,AF,0.085513333,0.550344306,0.777183701,FALSE
YIR012W,SQT1,AF,0.1502625,0.389513118,0.660525463,FALSE
YIR026C,YVH1,AF,0.093109167,0.666404386,0.847708282,FALSE
YIR034C,LYS1,AF,0.7179975,3.91E-04,0.009309965,FALSE
YIR036C,IRC24,AF,-0.108109167,0.426991373,0.689932201,FALSE
YIR037W,HYR1,AF,-0.470810833,0.089459669,0.304750903,FALSE
YIR038C,GTT1,AF,-0.291130833,0.058308859,0.238668539,FALSE
YJL001W,PRE3,AF,-0.132226667,0.338567699,0.616241622,FALSE
YJL002C,OST1,AF,0.144685833,0.434604007,0.694834874,FALSE
YJL008C,CCT8,AF,-0.026278333,0.783745719,0.909297816,FALSE
YJL012C,VTC4,AF,0.173054167,0.320524512,0.599369305,FALSE
YJL014W,CCT3,AF,-0.050035833,0.610585541,0.81467336,FALSE
YJL020C,BBC1,AF,0.073833333,0.506600107,0.749280839,FALSE
YJL026W,RNR2,AF,0.0598825,0.720032466,0.877711275,FALSE
YJL034W,KAR2,AF,-0.084141667,0.610801683,0.81476005,FALSE
YJL041W,NSP1,AF,-0.141184167,0.343096974,0.620464881,FALSE
YJL050W,MTR4,AF,0.2411025,0.159926337,0.417110676,FALSE
YJL052W,TDH1,AF,-0.732819167,1.64E-04,0.004990563,FALSE
YJL055W,YJL055W,AF,-0.021435,0.913358918,0.968503235,FALSE
YJL060W,BNA3,AF,0.237278333,0.119317574,0.35653239,FALSE
YJL068C,YJL068C,AF,-0.157018333,0.298012862,0.57773793,FALSE
YJL076W,NET1,AF,-0.15394,0.219791311,0.494612594,FALSE
YJL080C,SCP160,AF,0.039094167,0.717245797,0.876398884,FALSE
YJL088W,ARG3,AF,0.425405833,0.016815117,0.1144793,FALSE
YJL109C,UTP10,AF,0.580940833,0.016349549,0.112366989,FALSE
YJL111W,CCT7,AF,0.066104167,0.51409734,0.75473212,FALSE
YJL115W,ASF1,AF,-0.0278525,0.882971407,0.956029834,FALSE
YJL117W,PHO86,AF,0.001695,0.995618565,0.998661442,FALSE
YJL121C,RPE1,AF,-0.0257075,0.931633192,0.975460561,FALSE
YJL123C,MTC1,AF,-0.059574167,0.614960615,0.817113056,FALSE
YJL124C,LSM1,AF,0.247231667,0.340341505,0.617851423,FALSE
YJL130C,URA2,AF,0.145830833,0.2516383,0.530861849,FALSE
YJL138C;YKR059W,NA,AF,0.257926667,0.244704246,0.523825082,FALSE
YJL140W,RPB4,AF,0.120090833,0.427086671,0.69002217,FALSE
YJL145W,SFH5,AF,-0.117761667,0.532847536,0.765899603,FALSE
YJL153C,INO1,AF,-0.005525,0.97114781,0.990473349,FALSE
YJL167W,ERG20,AF,0.1329325,0.391180293,0.661969066,FALSE
YJL171C,YJL171C,AF,-0.172340833,0.42510515,0.688572936,FALSE
YJL172W,CPS1,AF,-0.001501667,0.993179599,0.997694912,FALSE
YJL178C,ATG27,AF,0.086475833,0.715423102,0.87557397,FALSE
YJL186W,MNN5,AF,-0.007346667,0.974013794,0.991342132,FALSE
YJL190C;YLR367W,NA,AF,-0.652613333,0.055211273,0.230933573,FALSE
YJL191W,RPS14B,AF,-0.064495833,0.751694904,0.893492398,FALSE
YJL200C,ACO2,AF,0.247478333,0.080486069,0.287589422,FALSE
YJR002W,MPP10,AF,0.131139167,0.427525926,0.690402917,FALSE
YJR007W,SUI2,AF,0.12694,0.382519355,0.655138741,FALSE
YJR009C,TDH2,AF,-0.564558333,0.011005025,0.087847277,FALSE
YJR010W,MET3,AF,-0.136903333,0.631023886,0.827129774,FALSE
YJR014W,TMA22,AF,-8.64E-04,0.997047139,0.999085206,FALSE
YJR016C,ILV3,AF,0.459195,0.018854759,0.123134758,FALSE
YJR017C,ESS1,AF,0.065983333,0.770242139,0.902298985,FALSE
YJR025C,BNA1,AF,0.186424167,0.523858626,0.760529697,FALSE
YJR045C,SSC1,AF,-0.003995833,0.97950319,0.993467072,FALSE
YJR060W,CBF1,AF,-0.3505925,0.114497989,0.348739231,FALSE
YJR064W,CCT5,AF,0.009901667,0.940631081,0.978903464,FALSE
YJR065C,ARP3,AF,-0.043536667,0.696483268,0.864574758,FALSE
YJR068W,RFC2,AF,-0.141351667,0.303045932,0.58271865,FALSE
YJR069C,HAM1,AF,-0.110494167,0.549660452,0.776719285,FALSE
YJR070C,LIA1,AF,-0.147066667,0.49772934,0.742805841,FALSE
YJR072C,NPA3,AF,-0.0675875,0.793775583,0.914390508,FALSE
YJR073C,OPI3,AF,0.351975,0.243603086,0.522583215,FALSE
YJR074W,MOG1,AF,-0.216445833,0.227724139,0.504110668,FALSE
YJR076C,CDC11,AF,-0.299136667,0.162364648,0.420734235,FALSE
YJR077C,MIR1,AF,0.3805,0.042584312,0.199386006,FALSE
YJR088C,EMC2,AF,0.5776425,0.008148636,0.072465963,FALSE
YJR094W-A;YPR043W,NA,AF,-0.677319167,0.158583335,0.415487438,FALSE
YJR103W,URA8,AF,0.150389167,0.571265855,0.790242176,FALSE
YJR104C,SOD1,AF,-0.696133333,0.029050775,0.159567368,FALSE
YJR105W,ADO1,AF,-0.089971667,0.638786277,0.832140565,FALSE
YJR109C,CPA2,AF,0.569014167,6.55E-04,0.013261376,FALSE
YJR117W,STE24,AF,0.487503333,0.034121062,0.175450646,FALSE
YJR121W,ATP2,AF,0.0362275,0.760773085,0.89754538,FALSE
YJR123W,RPS5,AF,-0.2593025,0.165436853,0.425438697,FALSE
YJR125C,ENT3,AF,-0.130794167,0.350642371,0.62753979,FALSE
YJR137C,MET5,AF,0.564230833,1.08E-06,9.13E-05,FALSE
YJR139C,HOM6,AF,0.066680833,0.677808915,0.854497744,FALSE
YJR143C,PMT4,AF,0.703349167,0.010397594,0.084751761,FALSE
YJR144W,MGM101,AF,-0.3088625,0.08710477,0.300220997,FALSE
YJR148W,BAT2,AF,0.825378333,3.42E-05,0.001484788,FALSE
YKL001C,MET14,AF,0.153421667,0.6396205,0.832692078,FALSE
YKL006W,RPL14A,AF,-0.088321667,0.672368118,0.85103317,FALSE
YKL007W,CAP1,AF,-0.144051667,0.443071431,0.701507587,FALSE
YKL009W,MRT4,AF,-0.0673575,0.709972416,0.872353098,FALSE
YKL013C,ARC19,AF,0.190586667,0.382387229,0.655003656,FALSE
YKL016C,ATP7,AF,-0.0425225,0.85440864,0.942509613,FALSE
YKL021C,MAK11,AF,0.21057,0.280422521,0.560662712,FALSE
YKL024C,URA6,AF,-0.0561125,0.802931196,0.91880673,FALSE
YKL027W,TCD2,AF,-0.3265375,0.046985484,0.210811805,FALSE
YKL029C,MAE1,AF,0.248924167,0.018946123,0.123496191,FALSE
YKL033W-A,YKL033W,AF,0.2971,0.211426581,0.485448374,FALSE
YKL035W,UGP1,AF,0.062225,0.623402467,0.822655518,FALSE
YKL040C,NFU1,AF,-0.141488333,0.48597214,0.734826878,FALSE
YKL054C,DEF1,AF,0.307279167,0.214384244,0.488760388,FALSE
YKL056C,TMA19,AF,-0.7303175,0.003595693,0.042580578,FALSE
YKL057C,NUP120,AF,0.463960833,0.049747987,0.217820859,FALSE
YKL060C,FBA1,AF,0.154493333,0.730125779,0.883071921,FALSE
YKL065C,YET1,AF,0.149965,0.521594572,0.759155819,FALSE
YKL067W,YNK1,AF,0.1797425,0.341132918,0.618504553,FALSE
YKL068W,NUP100,AF,-0.492969167,0.013632937,0.100230202,FALSE
YKL073W,LHS1,AF,-0.209755833,0.103439553,0.330956342,FALSE
YKL077W,YKL077W,AF,-0.041003333,0.806072085,0.92027041,FALSE
YKL080W,VMA5,AF,-0.014570833,0.901755963,0.964148287,FALSE
YKL081W,TEF4,AF,-0.171509167,0.366208499,0.641160259,FALSE
YKL085W,MDH1,AF,-0.152791667,0.453335059,0.708756193,FALSE
YKL103C,APE1,AF,-0.0053575,0.978336244,0.992965446,FALSE
YKL104C,GFA1,AF,0.202156667,0.234985689,0.512395325,FALSE
YKL114C,APN1,AF,0.01061,0.946209859,0.98136893,FALSE
YKL117W,SBA1,AF,-0.447203333,0.217590891,0.492640337,FALSE
YKL120W,OAC1,AF,0.5562275,0.007298765,0.067822818,FALSE
YKL126W,YPK1,AF,-0.051638333,0.743996276,0.889296187,FALSE
YKL127W,PGM1,AF,-0.125416667,0.299422017,0.579283407,FALSE
YKL129C,MYO3,AF,0.1482675,0.58559728,0.798588751,FALSE
YKL142W,MRP8,AF,-0.567206667,0.029919748,0.161974365,FALSE
YKL145W,RPT1,AF,0.1579725,0.10374159,0.331309394,FALSE
YKL150W,MCR1,AF,-0.322933333,0.020316231,0.128306503,FALSE
YKL152C,GPM1,AF,-0.473689167,0.194037818,0.465014218,FALSE
YKL157W,APE2,AF,2.79E-04,0.997758136,0.999369268,FALSE
YKL179C,COY1,AF,-0.2139775,0.316546474,0.595461097,FALSE
YKL180W,RPL17A,AF,-0.054141667,0.779061465,0.906623575,FALSE
YKL181W,PRS1,AF,-0.110095833,0.456447227,0.711301266,FALSE
YKL182W,FAS1,AF,-0.036355,0.804358141,0.919643026,FALSE
YKL193C,SDS22,AF,-0.111753333,0.46610289,0.719170464,FALSE
YKL196C,YKT6,AF,-0.1220875,0.551845264,0.778188816,FALSE
YKL204W,EAP1,AF,0.121580833,0.330725796,0.609305601,FALSE
YKL210W,UBA1,AF,-0.020454167,0.851300951,0.941387434,FALSE
YKL211C,TRP3,AF,0.481654167,5.61E-04,0.011887904,FALSE
YKL212W,SAC1,AF,0.508678333,0.007622155,0.069721747,FALSE
YKL214C,YRA2,AF,-0.022331667,0.927427294,0.973684617,FALSE
YKL215C,OXP1,AF,0.060176667,0.717191442,0.87638782,FALSE
YKL216W,URA1,AF,-0.455001667,0.169932954,0.431421999,FALSE
YKR001C,VPS1,AF,-0.033746667,0.772868245,0.903323881,FALSE
YKR014C,YPT52,AF,-0.213471667,0.155345753,0.410593886,FALSE
YKR016W,MIC60,AF,0.044336667,0.67457306,0.852194389,FALSE
YKR018C,YKR018C,AF,0.080054167,0.725350334,0.880969074,FALSE
YKR035W-A,DID2,AF,-0.009168333,0.939178906,0.978404432,FALSE
YKR042W,UTH1,AF,-0.643500833,0.192039718,0.462337159,FALSE
YKR043C,SHB17,AF,-0.097169167,0.481831232,0.731541662,FALSE
YKR048C,NAP1,AF,-0.266288333,0.22609108,0.502127716,FALSE
YKR057W,RPS21A,AF,-0.478796667,0.124875268,0.365715475,FALSE
YKR066C,CCP1,AF,-0.111243333,0.662798843,0.845833557,FALSE
YKR071C,DRE2,AF,0.384000833,0.092606167,0.310651597,FALSE
YKR074W,AIM29,AF,-0.0576375,0.824600938,0.929745305,FALSE
YKR080W,MTD1,AF,0.1693025,0.449414446,0.705517212,FALSE
